image_path,second_object,where_answer,front_answer,back_answer,left_answer,right_answer,correct_answer
./Version0_dataset/Qwen_Image_Edit_2509_v0/scarf_right_of_chair_FACE-RIGHT.png,scarf,The scarf is on the floor to the right of the person sitting on the chair. It appears to be a dark-colored scarf with tassels hanging from the bottom.,yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/plate_left_of_chair_FACE-CAMERA.png,plate,The plate is on the floor to the left of the person sitting on the stool.,yes,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/cup_right_of_chair_FACE-CAMERA.png,cup,The cup is on the floor to the right of the person sitting on the stool.,no,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/ball-of-yarn_right_of_chair_FACE-CAMERA.png,ball-of-yarn,The ball-of-yarn is on the floor to the right of the person sitting on the stool.,no,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/spatula_left_of_chair_FACE-RIGHT.png,spatula,"The spatula is on the floor to the left of the person sitting on the chair. It appears to be a turquoise-colored spatula, and it is positioned near the wall插座 (outlet).",no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/microphone_left_of_chair_FACE-CAMERA.png,microphone,"The microphone appears to be on the floor to the left of the person, near the wall outlet. It is connected to a cable that extends towards the bottom left corner of the image.",no,yes,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/shoes_left_of_chair_FACE-LEFT.png,shoes,"The shoes are visible in the lower part of the image, on the floor. The person is sitting on a chair with their feet resting on the floor, and the shoes are clearly seen beneath them.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/vase_left_of_chair_FACE-CAMERA.png,vase,"The vase is on the floor to the left of the person sitting on the stool. It appears to be a small, decorative item with a patterned design.",no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/knife_left_of_chair_FACE-RIGHT.png,knife,The knife is on the floor to the left of the person sitting on the chair.,yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/sunglasses_left_of_chair_FACE-CAMERA.png,sunglasses,"The sunglasses are on the floor to the left of the person, near their feet.",no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/plate_right_of_chair_FACE-LEFT.png,plate,The plate is on the floor to the right of the person sitting on the chair.,yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/spatula_left_of_chair_FACE-LEFT.png,spatula,"The spatula is on the floor to the left of the person, near their feet. It appears to be a green spatula with a handle that extends towards the bottom left corner of the image.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/bottle_right_of_chair_FACE-LEFT.png,bottle,"The bottle is on the floor to the right of the person sitting on the chair. It appears to be a wine bottle, and it is positioned slightly behind and to the right of the person from their perspective.",yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/blanket_right_of_chair_FACE-CAMERA.png,blanket,The blanket is on the floor to the right of the person in the image. It appears to be folded and placed there.,yes,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/mug_left_of_chair_FACE-RIGHT.png,mug,"The mug is on the floor to the left of the person sitting on the stool. It appears to be a white ceramic mug, and it is positioned near the wall插座 (outlet).",no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/kettle_right_of_chair_FACE-LEFT.png,kettle,"The kettle is on the floor to the right of the person sitting on the chair. It appears to be a black electric kettle with a spout, positioned near the baseboard.",yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/box_right_of_chair_FACE-LEFT.png,box,"The box is to the right of the person in the image, on the floor. It appears to be an Amazon box based on its packaging design.",no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/orange_left_of_chair_FACE-LEFT.png,orange,The orange is on the floor to the left of the person sitting on the chair.,yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/plate_right_of_chair_FACE-RIGHT.png,plate,The plate is on the floor to the right of the person sitting on the chair.,yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/remote_left_of_chair_FACE-RIGHT.png,remote,"The remote is on the floor to the left of the person, near their feet.",no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/remote_left_of_chair_FACE-CAMERA.png,remote,The remote is on the floor to the left side of the person in the image.,no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/toilet-roll_right_of_chair_FACE-LEFT.png,toilet-roll,The toilet roll is on the floor to the right of the person sitting on the chair.,yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/lamp_right_of_chair_FACE-LEFT.png,lamp,"The lamp is to the right of the person in the image, on the floor near the wall. It appears to be a small table lamp with a beige shade and a silver base.",no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/sunglasses_left_of_chair_FACE-LEFT.png,sunglasses,The sunglasses are on the floor to the left of the person sitting on the chair. They appear to be white and are lying flat on the wooden floor.,no,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_left_of_chair_FACE-CAMERA.png,dragonfruit,"The dragonfruit is on the floor to the left of the person sitting on the chair. It appears to be a small, red, round object that resembles a fruit.",no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/beer-bottle_left_of_chair_FACE-LEFT.png,beer-bottle,"The beer bottle is on the floor to the left of the person sitting on the chair. It appears to be placed near their feet, slightly out of reach but still within the frame of the image.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_left_of_chair_FACE-RIGHT.png,dragonfruit,"The dragonfruit is on the floor to the left of the person sitting on the chair. It appears to be a red, spiky fruit, which is characteristic of a dragonfruit.",no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/photograph_right_of_chair_FACE-RIGHT.png,photograph,"The photograph is on the floor to the right of the person sitting on the chair. It appears to be a framed picture, and it is positioned near the wall.",no,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/pan_right_of_chair_FACE-LEFT.png,pan,"The pan is on the floor to the right of the person sitting on the chair. It appears to be a frying pan with a black handle, lying flat on the wooden floor.",no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/kettle_left_of_chair_FACE-RIGHT.png,kettle,"The kettle is on the floor to the left of the person sitting on the stool. It appears to be a black electric kettle with a spout, positioned near the wall and slightly to the side of the person.",no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/vase_right_of_chair_FACE-LEFT.png,vase,The vase is on the floor to the right of the person sitting on the chair.,yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/pillow_left_of_chair_FACE-RIGHT.png,pillow,"The pillow is on the floor to the right side of the person sitting on the chair. It appears to be positioned behind their right leg and slightly to the side, not directly under them.",yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/blanket_right_of_chair_FACE-RIGHT.png,blanket,"The blanket is on the floor to the right of the person sitting on the stool. It appears to be folded and placed there, possibly for comfort or as part of an exercise routine.",yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/book_left_of_chair_FACE-RIGHT.png,book,The book is on the floor to the left of the person sitting on the chair.,no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/lemon_left_of_chair_FACE-CAMERA.png,lemon,The lemon is on the floor to the left of the person sitting on the stool.,no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/pillow_right_of_chair_FACE-RIGHT.png,pillow,"The pillow is on the floor to the left of the person sitting on the chair. It appears to be a mustard-yellow color and is positioned near the wall, slightly away from the person.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/orange_left_of_chair_FACE-CAMERA.png,orange,The orange is on the floor to the left of the person sitting on the stool.,yes,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/beer-bottle_right_of_chair_FACE-CAMERA.png,beer-bottle,The beer bottle is on the floor to the right of the person in the image.,no,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/can_right_of_chair_FACE-CAMERA.png,can,The can is on the floor to the right of the person sitting on the stool.,no,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/lamp_right_of_chair_FACE-RIGHT.png,lamp,"The lamp is to the right of the person, slightly behind and to the side. It appears to be on a small table or stand next to the chair.",no,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/shoes_right_of_chair_FACE-LEFT.png,shoes,The shoes are on the floor to the right of the person sitting on the chair. They are positioned close to each other and appear to be brown dress shoes.,yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/ball-of-yarn_right_of_chair_FACE-LEFT.png,ball-of-yarn,"The ball-of-yarn is on the floor to the right of the person sitting on the chair. It appears to be a small, gray object that resembles a ball of yarn or a similar item.",yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/orange_left_of_chair_FACE-RIGHT.png,orange,The orange is on the floor to the left of the person sitting on the chair.,yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/sunglasses_left_of_chair_FACE-RIGHT.png,sunglasses,The sunglasses are on the floor to the left of the person sitting on the chair. They appear to be white and are lying flat on the wooden floor.,no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/ball-of-yarn_left_of_chair_FACE-CAMERA.png,ball-of-yarn,"The ball-of-yarn is located on the floor to the left side of the person in the image, near their feet. It appears to be a small, gray object that resembles a ball of yarn or a similar item.",no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/beer-bottle_right_of_chair_FACE-RIGHT.png,beer-bottle,"The beer bottle is on the floor to the right of the person sitting on the chair. It appears to be placed near their feet, slightly out of reach.",no,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/pot_left_of_chair_FACE-RIGHT.png,pot,"The pot is on the floor to the left of the person sitting on the chair. It appears to be a small, black cooking pot with a handle.",yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/plate_left_of_chair_FACE-RIGHT.png,plate,The plate is on the floor to the left of the person sitting on the chair.,no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/lemon_right_of_chair_FACE-LEFT.png,lemon,"The lemon is on the floor to the right of the person sitting on the chair. It is positioned near the bottom right corner of the image, relative to the person's perspective.",yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/bowl_right_of_chair_FACE-LEFT.png,bowl,The bowl is on the floor to the right of the person sitting on the chair.,no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/scissors_right_of_chair_FACE-RIGHT.png,scissors,"The scissors are on the floor to the right of the person, near their feet.",yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/water-bottle_left_of_chair_FACE-CAMERA.png,water-bottle,The water bottle is on the floor to the left of the person in the image.,no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/scarf_right_of_chair_FACE-CAMERA.png,scarf,The scarf is on the floor to the right of the person in the image. It appears to be a dark-colored scarf with tassels hanging from the bottom edge.,yes,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/kettle_right_of_chair_FACE-RIGHT.png,kettle,"The kettle is on the floor to the right of the person sitting on the chair. It appears to be a black electric kettle with a handle and spout, positioned near the person's feet.",yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/laptop_right_of_chair_FACE-RIGHT.png,laptop,"The laptop is on the floor to the right of the person, slightly behind and to the side. It appears to be an Apple laptop based on the logo visible on the back.",no,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/bottle_left_of_chair_FACE-CAMERA.png,bottle,The bottle is on the floor to the left of the person sitting on the stool.,no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/helmet_left_of_chair_FACE-RIGHT.png,helmet,The helmet is on the floor to the left of the person sitting on the chair. It appears to be a white bicycle helmet with black patterns and a strap.,yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/bottle-of-orange-juice_left_of_chair_FACE-RIGHT.png,bottle-of-orange-juice,"The bottle of orange juice is on the floor to the left of the person sitting on the chair. It is positioned near the wall and slightly in front of the person, closer to the bottom left corner of the image.",yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_left_of_chair_FACE-LEFT.png,dragonfruit,The dragonfruit is located on the floor to the left of the person sitting on the chair. It appears to be red and is positioned near the person's feet.,yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/kettle_left_of_chair_FACE-CAMERA.png,kettle,"The kettle is on the floor to the left of the person in the image. It appears to be a black electric kettle with a spout, placed near the wall and slightly to the side of the person sitting on the stool.",yes,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/knife_left_of_chair_FACE-CAMERA.png,knife,The knife is on the floor to the left of the person sitting on the stool.,yes,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/book_right_of_chair_FACE-CAMERA.png,book,The book is on the floor to the right of the person sitting on the stool.,no,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/bottle-of-mustard_right_of_chair_FACE-CAMERA.png,bottle-of-mustard,"The bottle of mustard is located on the floor to the right side of the person in the image, near the wall.",no,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/knife_right_of_chair_FACE-CAMERA.png,knife,"The knife is on the floor to the right of the person, near their right foot.",yes,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/water-filter_left_of_chair_FACE-RIGHT.png,water-filter,The water filter is on the floor to the left of the person sitting on the stool. It appears to be a white pitcher-style water filter with a clear base.,yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/photograph_left_of_chair_FACE-RIGHT.png,photograph,"The photograph is on the floor to the left of the person sitting on the chair. It appears to be a black-and-white image, possibly of the Eiffel Tower, given its recognizable silhouette.",no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/book_right_of_chair_FACE-RIGHT.png,book,"The book is on the floor to the right of the person sitting on the chair. It appears to be placed there intentionally, possibly as part of the setup for the photograph.",no,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/pan_right_of_chair_FACE-RIGHT.png,pan,"The pan is on the floor to the right of the person, slightly behind their right foot.",yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/bowl_left_of_chair_FACE-LEFT.png,bowl,"The bowl is on the floor to the left of the person sitting on the chair. It appears to be a white bowl, and it is positioned near the person's feet.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/painting_right_of_chair_FACE-RIGHT.png,painting,"The painting is on the floor to the right of the person sitting on the chair. It appears to be a geometric pattern with colors including blue, pink, and orange.",no,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/cap_left_of_chair_FACE-RIGHT.png,cap,The cap is on the floor to the left of the person sitting on the chair. It appears to be a black cap with a white logo on it.,yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/vase_left_of_chair_FACE-RIGHT.png,vase,"The vase is on the floor to the left of the person sitting on the chair. It appears to be a small, decorative item with a patterned design.",no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/mug_right_of_chair_FACE-CAMERA.png,mug,The mug is on the floor to the right of the person sitting on the stool.,no,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/vase_right_of_chair_FACE-RIGHT.png,vase,"The vase is on the floor to the right of the person sitting on the chair. It appears to be a small, decorative item with a patterned design.",no,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/cap_right_of_chair_FACE-CAMERA.png,cap,The cap is on the floor to the right side of the person in the image.,yes,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/laptop_right_of_chair_FACE-CAMERA.png,laptop,"The laptop is on the floor to the right of the person in the image. It appears to be an Apple laptop, as indicated by the logo visible on the back of the closed lid.",no,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/spatula_right_of_chair_FACE-LEFT.png,spatula,"The spatula is on the floor to the right of the person, near the wall. It appears to be a kitchen utensil, likely used for cooking or serving food.",no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/wineglass_left_of_chair_FACE-RIGHT.png,wineglass,"The wineglass is on the floor to the left of the person sitting on the chair. It appears to be empty and is positioned near the wall, close to the electrical outlet.",yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/bottle_left_of_chair_FACE-LEFT.png,bottle,"The bottle is on the floor to the left of the person sitting on the chair. It appears to be a wine bottle, and it is positioned near the person's right foot.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/headphones_left_of_chair_FACE-RIGHT.png,headphones,The headphones are on the floor to the left of the person sitting on the chair.,no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/can_left_of_chair_FACE-LEFT.png,can,"The can is on the floor to the left of the person, near their right foot.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/ball-of-yarn_left_of_chair_FACE-RIGHT.png,ball-of-yarn,"The ball-of-yarn is on the floor to the left of the person sitting on the chair. It appears to be a small, round object that is likely a ball of yarn or thread.",yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/hat_left_of_chair_FACE-CAMERA.png,hat,The hat is on the floor to the left of the person in the image.,no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/can_left_of_chair_FACE-CAMERA.png,can,The can is on the floor to the left of the person sitting on the stool.,no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/kettle_left_of_chair_FACE-LEFT.png,kettle,"The kettle is on the floor to the left of the person sitting on the chair. It appears to be a black electric kettle with a spout, positioned near the wall and slightly in front of the person's feet.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/bottle_right_of_chair_FACE-RIGHT.png,bottle,"The bottle is on the floor to the right of the person sitting on the chair. It appears to be a beer bottle, given its shape and size.",yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/helmet_right_of_chair_FACE-CAMERA.png,helmet,The helmet is on the floor to the right of the person sitting on the stool.,yes,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/headphones_left_of_chair_FACE-LEFT.png,headphones,"The headphones are on the floor to the left of the person sitting on the chair. They appear to be placed near their feet, slightly out of reach.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_right_of_chair_FACE-RIGHT.png,dragonfruit,"The dragonfruit is on the floor to the right of the person sitting on the stool. It appears to be a red, round fruit with a bumpy texture.",yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/toilet-roll_left_of_chair_FACE-CAMERA.png,toilet-roll,The toilet-roll is on the floor to the left of the person in the image.,yes,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/pillow_right_of_chair_FACE-LEFT.png,pillow,"The pillow is on the floor to the left of the person sitting on the chair. It appears to be positioned near their feet, slightly in front of them.",yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/scissors_left_of_chair_FACE-RIGHT.png,scissors,"The scissors are on the floor to the left of the person, near the wall and the electrical outlet.",yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/painting_left_of_chair_FACE-CAMERA.png,painting,"The painting is on the floor to the left of the person sitting on the stool. It appears to be a geometric abstract piece with a mix of colors, including blue, pink, and orange.",no,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/box_left_of_chair_FACE-LEFT.png,box,"The box is on the floor to the left of the person sitting on the chair. It appears to be partially open and is positioned near the wall, close to an electrical outlet.",no,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/book_right_of_chair_FACE-LEFT.png,book,The book is on the floor to the right of the person sitting on the chair.,no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/scarf_left_of_chair_FACE-RIGHT.png,scarf,The scarf is on the floor to the left of the person sitting on the chair. It appears to be a maroon or dark red color and has fringes at the bottom.,yes,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/bottle-of-mustard_right_of_chair_FACE-LEFT.png,bottle-of-mustard,"The bottle of mustard is on the floor to the right of the person sitting on the chair. It appears to be a small, yellow bottle with a yellow cap, which is likely a condiment bottle such as mustard.",no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/bottle-of-mustard_left_of_chair_FACE-RIGHT.png,bottle-of-mustard,The bottle of mustard is on the floor to the left of the person sitting on the chair. It is positioned near the wall and slightly in front of the electrical outlet.,no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/lemon_right_of_chair_FACE-RIGHT.png,lemon,The lemon is on the floor to the right of the person sitting on the chair.,yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/cup_right_of_chair_FACE-LEFT.png,cup,The cup is on the floor to the right of the person sitting on the chair.,no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/banana_right_of_chair_FACE-CAMERA.png,banana,The banana is on the floor to the right of the person sitting on the stool.,no,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/water-filter_right_of_chair_FACE-LEFT.png,water-filter,"The water filter is located to the right of the person, on the floor. It appears to be a clear pitcher-style water filter with a white top and a black handle.",yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/laptop_left_of_chair_FACE-RIGHT.png,laptop,"The laptop is on the floor to the left of the person sitting on the chair. It appears to be an Apple laptop, as indicated by the logo visible on the back of the closed lid.",no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/water-bottle_right_of_chair_FACE-RIGHT.png,water-bottle,"The water bottle is on the floor to the right of the person, near their right foot.",yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/banana_right_of_chair_FACE-LEFT.png,banana,The banana is on the floor to the right of the person sitting on the chair.,yes,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/cap_right_of_chair_FACE-LEFT.png,cap,The cap is on the floor to the right of the person sitting on the chair.,no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/toy-cactus_left_of_chair_FACE-CAMERA.png,toy-cactus,"The toy-cactus is on the floor to the left side of the person in the image. It appears to be a small, green, cactus-shaped object.",yes,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/headphones_right_of_chair_FACE-RIGHT.png,headphones,The headphones are on the floor to the right of the person sitting on the chair.,yes,no,no,yes,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/water-filter_left_of_chair_FACE-CAMERA.png,water-filter,"The water filter is located to the left of the person in the image, on the floor. It appears to be a white pitcher-style water filter.",yes,no,yes,no,right
./Version0_dataset/Qwen_Image_Edit_2509_v0/toy-cactus_right_of_chair_FACE-CAMERA.png,toy-cactus,"The toy-cactus is on the floor to the right side of the person in the image. It appears to be a green, cactus-shaped object lying on its side.",yes,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/water-bottle_left_of_chair_FACE-LEFT.png,water-bottle,"The water bottle is on the floor to the left of the person sitting on the chair. It appears to be placed near their feet, slightly behind and to the side.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/microphone_right_of_chair_FACE-LEFT.png,microphone,"The microphone is on the floor to the right of the person, near the wall. It appears to be a small, handheld microphone with a cord that is plugged into an outlet on the wall.",no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/box_left_of_chair_FACE-RIGHT.png,box,"The box is on the floor to the left of the person sitting on the chair. It appears to be an Amazon box, as indicated by the familiar design and the ""Amazon"" logo on the side.",no,no,yes,no,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/beer-bottle_right_of_chair_FACE-LEFT.png,beer-bottle,The beer bottle is on the floor to the right of the person sitting on the chair.,no,no,no,yes,behind
./Version0_dataset/Qwen_Image_Edit_2509_v0/scissors_left_of_chair_FACE-LEFT.png,scissors,"The scissors are on the floor to the left of the person, near their feet. They are positioned close to the wall and slightly to the side of the chair.",yes,no,yes,no,front
./Version0_dataset/Qwen_Image_Edit_2509_v0/kettle_right_of_chair_FACE-CAMERA.png,kettle,"The kettle is on the floor to the right of the person in the image. It appears to be a black electric kettle with a spout, placed near the baseboard.",yes,no,no,yes,left
./Version0_dataset/Qwen_Image_Edit_2509_v0/orange_right_of_chair_FACE-CAMERA.png,orange,The orange is on the floor to the right of the person sitting on the stool.,yes,no,no,yes,left
