src_path,dst_path,prompt,expected_direction,second_object,view_type
/home/zzou/WhatsUp_dataset/controlled_images/bowl_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/bowl_left_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,bowl,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/bowl_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/bowl_left_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",front,bowl,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/bowl_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/bowl_left_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",back,bowl,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/bowl_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/bowl_right_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,bowl,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/bowl_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/bowl_right_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",back,bowl,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/bowl_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/bowl_right_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",front,bowl,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/box_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/box_left_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,box,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/box_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/box_left_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",front,box,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/box_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/box_left_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",back,box,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/box_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/box_right_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,box,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/box_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/box_right_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",back,box,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/box_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/box_right_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",front,box,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/can_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/can_left_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,can,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/can_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/can_left_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",front,can,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/can_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/can_left_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",back,can,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/can_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/can_right_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,can,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/can_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/can_right_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",back,can,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/can_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/can_right_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",front,can,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/cap_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cap_left_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,cap,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/cap_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cap_left_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",front,cap,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/cap_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cap_left_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",back,cap,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/cap_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cap_right_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,cap,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/cap_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cap_right_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",back,cap,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/cap_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cap_right_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",front,cap,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/cup_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cup_left_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,cup,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/cup_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cup_left_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",front,cup,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/cup_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cup_left_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",back,cup,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/cup_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cup_right_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,cup,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/cup_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cup_right_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",back,cup,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/cup_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/cup_right_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",front,cup,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/dragonfruit_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_left_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,dragonfruit,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/dragonfruit_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_left_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",front,dragonfruit,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/dragonfruit_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_left_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",back,dragonfruit,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/dragonfruit_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_right_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,dragonfruit,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/dragonfruit_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_right_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",back,dragonfruit,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/dragonfruit_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/dragonfruit_right_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",front,dragonfruit,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/hat_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/hat_left_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,hat,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/hat_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/hat_left_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",front,hat,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/hat_left_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/hat_left_of_chair_FACE-RIGHT.png,"Insert a human sitting on the chair facing right, with their body also turned to the right. Keep all the rest of the image the same.",back,hat,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/hat_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/hat_right_of_chair_FACE-CAMERA.png,"Insert a human sitting on the chair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,hat,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/hat_right_of_chair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0/hat_right_of_chair_FACE-LEFT.png,"Insert a human sitting on the chair facing left, with their body also turned to the left. Keep all the rest of the image the same.",back,hat,FACE-LEFT
