src_path,dst_path,prompt,expected_direction,second_object,view_type
/home/zzou/WhatsUp_dataset/controlled_images/beer-bottle_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/beer-bottle_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,beer-bottle,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/beer-bottle_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/beer-bottle_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,beer-bottle,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/beer-bottle_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/beer-bottle_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,beer-bottle,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/beer-bottle_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/beer-bottle_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,beer-bottle,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/beer-bottle_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/beer-bottle_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,beer-bottle,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/book_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/book_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,book,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/book_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/book_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,book,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/book_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/book_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,book,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/book_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/book_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,book,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/book_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/book_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,book,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/book_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/book_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,book,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/bottle_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bottle_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,bottle,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/bottle_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bottle_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,bottle,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/bottle_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bottle_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,bottle,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/bottle_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bottle_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,bottle,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/bottle_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bottle_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,bottle,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/bottle_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bottle_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,bottle,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/bowl_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bowl_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,bowl,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/bowl_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bowl_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,bowl,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/bowl_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bowl_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,bowl,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/bowl_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bowl_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,bowl,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/bowl_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bowl_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,bowl,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/bowl_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bowl_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,bowl,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/bread_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bread_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,bread,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/bread_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bread_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,bread,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/bread_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bread_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,bread,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/bread_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bread_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,bread,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/bread_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bread_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,bread,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/bread_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/bread_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,bread,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/can_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/can_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,can,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/can_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/can_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,can,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/can_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/can_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,can,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/can_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/can_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,can,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/can_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/can_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,can,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/can_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/can_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,can,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/cap_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cap_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,cap,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/cap_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cap_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,cap,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/cap_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cap_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,cap,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/cap_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cap_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,cap,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/cap_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cap_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,cap,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/cap_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cap_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,cap,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/cup_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cup_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,cup,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/cup_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cup_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,cup,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/cup_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cup_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,cup,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/cup_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cup_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,cup,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/cup_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cup_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,cup,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/cup_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/cup_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,cup,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/glass_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glass_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,glass,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/glass_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glass_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,glass,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/glass_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glass_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,glass,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/glass_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glass_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,glass,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/glass_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glass_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,glass,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/glass_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glass_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,glass,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/glasses_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glasses_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,glasses,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/glasses_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glasses_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,glasses,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/glasses_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glasses_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,glasses,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/glasses_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glasses_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,glasses,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/glasses_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glasses_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,glasses,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/glasses_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glasses_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,glasses,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/glove_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glove_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,glove,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/glove_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glove_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,glove,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/glove_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glove_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,glove,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/glove_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glove_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,glove,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/glove_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glove_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,glove,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/glove_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/glove_right_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,glove,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/headphones_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/headphones_left_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",right,headphones,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/headphones_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/headphones_left_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",front,headphones,FACE-LEFT
/home/zzou/WhatsUp_dataset/controlled_images/headphones_left_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/headphones_left_of_armchair_FACE-RIGHT.png,"Insert a human sitting on the armchair facing right, with their body also turned to the right. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,headphones,FACE-RIGHT
/home/zzou/WhatsUp_dataset/controlled_images/headphones_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/headphones_right_of_armchair_FACE-CAMERA.png,"Insert a human sitting on the armchair facing the camera, with their body also faced the camera. Keep all the rest of the image the same.",left,headphones,FACE-CAMERA
/home/zzou/WhatsUp_dataset/controlled_images/headphones_right_of_armchair.jpeg,/home/zzou/Version0_dataset/Qwen_Image_Edit_2509_v0_armchair/headphones_right_of_armchair_FACE-LEFT.png,"Insert a human sitting on the armchair facing left, with their body also turned to the left. Keep all the rest of the image the same. You can change the orientation of the armchair.",back,headphones,FACE-LEFT
